comment_id,comment,related_comments,claim_id,claim,source
107037351,"Corona způsobila jeden zajímavý jev. Lidé se začali více vyhýbat MHD a dost lidí si koupilo do rodiny další vůz pro dojíždění do práce právě místo využití MHD ... a většinou to byla starší, levná vozidla odpovídající starším normám ... tedy produkující více emisí. Taky už EU dumá nad tím, jak omezit prodej ojetin.","['Nepadla tu ještě zajímavá věc, že po prvním omezení dopravy kvůli coroně se tam emise zvýšily, a nikdo neví proč... Ale naměřené to bylo.']",107036865_2,Starší auta odpovídající starším normám produkují více emisí.,Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107037932,"Corona způsobila jeden zajímavý jev. Lidé se začali více vyhýbat MHD a dost lidí si koupilo do rodiny další vůz pro dojíždění do práce právě místo využití MHD ... a většinou to byla starší, levná vozidla odpovídající starším normám ... tedy produkující více emisí. Taky už EU dumá nad tím, jak omezit prodej ojetin.","['Nepadla tu ještě zajímavá věc, že po prvním omezení dopravy kvůli coroně se tam emise zvýšily, a nikdo neví proč... Ale naměřené to bylo.']",107036865_2,"EU přemýšlí, jak omezit prodej ojetých vozidel.",Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107038143,"No, oni si ty staré benzínové šunky kupovali i tam, kde zakázali čisté diesely...","['Corona způsobila jeden zajímavý jev. Lidé se začali více vyhýbat MHD a dost lidí si koupilo do rodiny další vůz pro dojíždění do práce právě místo využití MHD ... a většinou to byla starší, levná vozidla odpovídající starším normám ... tedy produkující více emisí. Taky už EU dumá nad tím, jak omezit prodej ojetin.', 'Nepadla tu ještě zajímavá věc, že po prvním omezení dopravy kvůli coroně se tam emise zvýšily, a nikdo neví proč... Ale naměřené to bylo.']",107037316_1,"Staré benzínové vozy se kupovaly i tam, kde zakázali čisté dieselové vozy.",Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107036459,"Tak moc se to neprojevilo. Daleko více rodin bylo doma, děti nevozili do školy, celkově provoz v průměru klesl v našem městě o 40%.","['Corona způsobila jeden zajímavý jev. Lidé se začali více vyhýbat MHD a dost lidí si koupilo do rodiny další vůz pro dojíždění do práce právě místo využití MHD ... a většinou to byla starší, levná vozidla odpovídající starším normám ... tedy produkující více emisí. Taky už EU dumá nad tím, jak omezit prodej ojetin.', 'Nepadla tu ještě zajímavá věc, že po prvním omezení dopravy kvůli coroně se tam emise zvýšily, a nikdo neví proč... Ale naměřené to bylo.']",107037363_1,Během korony bylo mnohem více rodin doma.,Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107036710,"Tak moc se to neprojevilo. Daleko více rodin bylo doma, děti nevozili do školy, celkově provoz v průměru klesl v našem městě o 40%.","['Corona způsobila jeden zajímavý jev. Lidé se začali více vyhýbat MHD a dost lidí si koupilo do rodiny další vůz pro dojíždění do práce právě místo využití MHD ... a většinou to byla starší, levná vozidla odpovídající starším normám ... tedy produkující více emisí. Taky už EU dumá nad tím, jak omezit prodej ojetin.', 'Nepadla tu ještě zajímavá věc, že po prvním omezení dopravy kvůli coroně se tam emise zvýšily, a nikdo neví proč... Ale naměřené to bylo.']",107037363_2,Doprava ve městech klesla v průměru o 40 %.,Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107037204,"Ono se nikde emise nezvysily, staci neopak blbosti porad dokola :DAle jinak ano, muze se stat i to, ze namerite horsi hodnoty znecisteni v den, kdy nevyjede ani jedno auto, oproti dnu s provozem. Staci kdyz ten den bez aut bude inverze, a ten normalni den bude krasne a pofukovat vitr. Presto z takoveho mereni opravdu neplyne to, ze auta cisti vzduch :D","['Nepadla tu ještě zajímavá věc, že po prvním omezení dopravy kvůli coroně se tam emise zvýšily, a nikdo neví proč... Ale naměřené to bylo.']",107037351_1,Emise se během korony nikde nezvýšily.,Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107036332,"Ono se nikde emise nezvysily, staci neopak blbosti porad dokola :DAle jinak ano, muze se stat i to, ze namerite horsi hodnoty znecisteni v den, kdy nevyjede ani jedno auto, oproti dnu s provozem. Staci kdyz ten den bez aut bude inverze, a ten normalni den bude krasne a pofukovat vitr. Presto z takoveho mereni opravdu neplyne to, ze auta cisti vzduch :D","['Nepadla tu ještě zajímavá věc, že po prvním omezení dopravy kvůli coroně se tam emise zvýšily, a nikdo neví proč... Ale naměřené to bylo.']",107037351_2,"Je možné naměřit horší hodnoty znečištění v den, kdy nevyjede ani jedno auto, oproti dni s dopravou.",Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107036407,"Ono se nikde emise nezvysily, staci neopak blbosti porad dokola :DAle jinak ano, muze se stat i to, ze namerite horsi hodnoty znecisteni v den, kdy nevyjede ani jedno auto, oproti dnu s provozem. Staci kdyz ten den bez aut bude inverze, a ten normalni den bude krasne a pofukovat vitr. Presto z takoveho mereni opravdu neplyne to, ze auta cisti vzduch :D","['Nepadla tu ještě zajímavá věc, že po prvním omezení dopravy kvůli coroně se tam emise zvýšily, a nikdo neví proč... Ale naměřené to bylo.']",107037351_2,Inverze negativně ovlivňuje měření znečištění ovzduší.,Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107036416,"Ono se nikde emise nezvysily, staci neopak blbosti porad dokola :DAle jinak ano, muze se stat i to, ze namerite horsi hodnoty znecisteni v den, kdy nevyjede ani jedno auto, oproti dnu s provozem. Staci kdyz ten den bez aut bude inverze, a ten normalni den bude krasne a pofukovat vitr. Presto z takoveho mereni opravdu neplyne to, ze auta cisti vzduch :D","['Nepadla tu ještě zajímavá věc, že po prvním omezení dopravy kvůli coroně se tam emise zvýšily, a nikdo neví proč... Ale naměřené to bylo.']",107037351_2,Povětrnostní podmínky ovlivňují naměřené hodnoty znečištění vzduchu.,Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107037248,"Evropa se zbláznila, postihovat auta, která vypouští nula nula nic zplodin je nesmysl. Pokud EU nemá jž dopředu vybrané levné, smysluplné a ekologické palivo, pak opravdu nechápu proč ničí to, co léta budovalo. Po létech evropského blahobytu nás zřejmě čekají léta strádání, hloupostí. Jen aby to Evropu nepoložilo!",[],107036459_1,"Je nesmysl postihovat auta za produkci emisí, pokud Evropa nemá alternativní levné a ekologické palivo.",Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107038537,"Ono nula nula nic krát milion v jednom městě dá hodně. A navíc těch nula nula nic platí pro zahřátý motor. V ranní špičce ve městech popojíždí studené nafťáky, které mají několikanásobné emise.Ono jde o to, že se doba změnila. Každý má auto, obzvláště v Německu je jejich koncentrace enormní. A lidí chtějí taky dýchat a nejen si vozit zadek.Kdo bydlí u magistrály, ví jaký to je, jaký je tam prach a hluk. Jenomže těch magistrál mají v Německu (ale i v jiných zemích) tisíce.Neříkám, že současný postup je ideální. Ale nic nedělat a nechat se dál dusit, taky není řešení.","['Evropa se zbláznila, postihovat auta, která vypouští nula nula nic zplodin je nesmysl. Pokud EU nemá jž dopředu vybrané levné, smysluplné a ekologické palivo, pak opravdu nechápu proč ničí to, co léta budovalo. Po létech evropského blahobytu nás zřejmě čekají léta strádání, hloupostí. Jen aby to Evropu nepoložilo!']",107036710_1,Studené naftové motory produkují několikanásobně více emisí než běžně zahřáté motory.,Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107036320,"Ono nula nula nic krát milion v jednom městě dá hodně. A navíc těch nula nula nic platí pro zahřátý motor. V ranní špičce ve městech popojíždí studené nafťáky, které mají několikanásobné emise.Ono jde o to, že se doba změnila. Každý má auto, obzvláště v Německu je jejich koncentrace enormní. A lidí chtějí taky dýchat a nejen si vozit zadek.Kdo bydlí u magistrály, ví jaký to je, jaký je tam prach a hluk. Jenomže těch magistrál mají v Německu (ale i v jiných zemích) tisíce.Neříkám, že současný postup je ideální. Ale nic nedělat a nechat se dál dusit, taky není řešení.","['Evropa se zbláznila, postihovat auta, která vypouští nula nula nic zplodin je nesmysl. Pokud EU nemá jž dopředu vybrané levné, smysluplné a ekologické palivo, pak opravdu nechápu proč ničí to, co léta budovalo. Po létech evropského blahobytu nás zřejmě čekají léta strádání, hloupostí. Jen aby to Evropu nepoložilo!']",107036710_2,V Německu je enormní koncentrace aut.,Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107037752,Jen normální vývoj civilizace/í. Chudoba-rozvoj-pokrok-blahobyt-vymýšlení hloupostí-úpadek-zapomění.,"['Evropa se zbláznila, postihovat auta, která vypouští nula nula nic zplodin je nesmysl. Pokud EU nemá jž dopředu vybrané levné, smysluplné a ekologické palivo, pak opravdu nechápu proč ničí to, co léta budovalo. Po létech evropského blahobytu nás zřejmě čekají léta strádání, hloupostí. Jen aby to Evropu nepoložilo!']",107037204_1,"Chudoba, rozvoj, pokrok, blahobyt, vymýšlení, hloupost, úpadek a zapomnění jsou normálním průběhem vývoje civilizace.",Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107050217,"No, pokud si dobře pamatuji, tek zelení chtějí vybíjet i hospodářská zvířata, protože moc prdí meta a to je skleníkový plyn ...",['S piráty budeme jezdit na podzim Eko drožkou tažemou koňmi nebo migranty.'],107037248_1,"Zelení chtějí zabíjet hospodářská zvířata, protože vylučují hodně metanu.",Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107036283,"No, pokud si dobře pamatuji, tek zelení chtějí vybíjet i hospodářská zvířata, protože moc prdí meta a to je skleníkový plyn ...",['S piráty budeme jezdit na podzim Eko drožkou tažemou koňmi nebo migranty.'],107037248_2,Metan je skleníkový plyn.,Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107036434,"To, proč někdo vlastní auto, je čiště jeho věc a to, že bydlí (v širším) centru města, absolutně neznamená, že ho nepotřebuje... Ale chápu, že hipsteři a podobní aktivisti, co jim stačí batůžek nebo makaj někde v Partnerství, tak ti mají času dost a můžou ho ztrácet třeba i ""ekologickou"" dopravou. Akorát pak jsou neskutečně otravní, když potřebují někam za město a zrovna to neleží na koridoru...",['Ja s tím souhlasím. Ale např dodávky přepravu bych do města pustil. Aby člověk opravdu neměl důvod vlastnit auto.'],107037752_1,"To, že člověk bydlí v centru města, neznamená, že nepotřebuje auto.",Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107036474,"Je to vse o nějaké volbě. Já učinil tuhle, auto nepotrebuju, vláda by měla činit kroky aby nám to zjednodušilu, třeba stavěli cyklostezky ve městech, takto jdou miliardy na předražené dalnice pro pár vyvolených","['To, proč někdo vlastní auto, je čiště jeho věc a to, že bydlí (v širším) centru města, absolutně neznamená, že ho nepotřebuje... Ale chápu, že hipsteři a podobní aktivisti, co jim stačí batůžek nebo makaj někde v Partnerství, tak ti mají času dost a můžou ho ztrácet třeba i ""ekologickou"" dopravou. Akorát pak jsou neskutečně otravní, když potřebují někam za město a zrovna to neleží na koridoru...', 'Ja s tím souhlasím. Ale např dodávky přepravu bych do města pustil. Aby člověk opravdu neměl důvod vlastnit auto.']",107050217_1,Miliardy jdou na předražené dálnice pro pár vyvolených.,Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107038650,"Nezlobte se, ale i moje 8 let stará Octavia 3 s TDi 2L 110kW plní EURO 6...",[],107035918_1,8 let stará Octavia 3 s TDI 2L 110 kW splňuje normu EURO 6.,Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107036213,"V roce 2013, tedy před osmi lety, se auta s normou EURO 6 nevyráběla. Ano, motory se v základu nezměnily a 2.0 TDI pak po roce 2015 splňoval iEURO 6, ale k jistým malým úpravám tam došlo. V techničáku máte určitě uvedeno EURO 5.Nicméně, stát nemůže zakázat provoz něčeho, co odsouhlasil, že vyhovuje. Jinak riskuje soudy o odškodnění. A šrotovat téměr nová auta je zhovadilost.","['Nezlobte se, ale i moje 8 let stará Octavia 3 s TDi 2L 110kW plní EURO 6...']",107039961_1,V roce 2013 se auta s normou EURO 6 nevyráběla.,Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107038516,"V roce 2013, tedy před osmi lety, se auta s normou EURO 6 nevyráběla. Ano, motory se v základu nezměnily a 2.0 TDI pak po roce 2015 splňoval iEURO 6, ale k jistým malým úpravám tam došlo. V techničáku máte určitě uvedeno EURO 5.Nicméně, stát nemůže zakázat provoz něčeho, co odsouhlasil, že vyhovuje. Jinak riskuje soudy o odškodnění. A šrotovat téměr nová auta je zhovadilost.","['Nezlobte se, ale i moje 8 let stará Octavia 3 s TDi 2L 110kW plní EURO 6...']",107039961_2,Motory se mezi lety 2013 a 2015 v základu nezměnily.,Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107036043,"V roce 2013, tedy před osmi lety, se auta s normou EURO 6 nevyráběla. Ano, motory se v základu nezměnily a 2.0 TDI pak po roce 2015 splňoval iEURO 6, ale k jistým malým úpravám tam došlo. V techničáku máte určitě uvedeno EURO 5.Nicméně, stát nemůže zakázat provoz něčeho, co odsouhlasil, že vyhovuje. Jinak riskuje soudy o odškodnění. A šrotovat téměr nová auta je zhovadilost.","['Nezlobte se, ale i moje 8 let stará Octavia 3 s TDi 2L 110kW plní EURO 6...']",107039961_2,2.0 TDI motor po roce 2015 splňoval také normu EURO 6.,Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107036155,"V roce 2013, tedy před osmi lety, se auta s normou EURO 6 nevyráběla. Ano, motory se v základu nezměnily a 2.0 TDI pak po roce 2015 splňoval iEURO 6, ale k jistým malým úpravám tam došlo. V techničáku máte určitě uvedeno EURO 5.Nicméně, stát nemůže zakázat provoz něčeho, co odsouhlasil, že vyhovuje. Jinak riskuje soudy o odškodnění. A šrotovat téměr nová auta je zhovadilost.","['Nezlobte se, ale i moje 8 let stará Octavia 3 s TDi 2L 110kW plní EURO 6...']",107039961_2,"Stát nemůže zakázat provoz něčeho, co odsouhlasil jako vyhovující.",Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107036199,"V roce 2013, tedy před osmi lety, se auta s normou EURO 6 nevyráběla. Ano, motory se v základu nezměnily a 2.0 TDI pak po roce 2015 splňoval iEURO 6, ale k jistým malým úpravám tam došlo. V techničáku máte určitě uvedeno EURO 5.Nicméně, stát nemůže zakázat provoz něčeho, co odsouhlasil, že vyhovuje. Jinak riskuje soudy o odškodnění. A šrotovat téměr nová auta je zhovadilost.","['Nezlobte se, ale i moje 8 let stará Octavia 3 s TDi 2L 110kW plní EURO 6...']",107039961_2,"Za zákaz provozu něčeho, co schválil jako vyhovující, stát riskuje soudy a odškodnění.",Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107036691,"Ale kecy, EURO 6 platí od 1.1.2015, to znamená, že 5 let staré auto musí splňovat EURO 6",[],107035869_1,Norma EURO 6 platí od 1. 1. 2015.,Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107036291,"Ale kecy, EURO 6 platí od 1.1.2015, to znamená, že 5 let staré auto musí splňovat EURO 6",[],107035869_2,5 let staré auto musí splňovat normu EURO 6.,Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107037912,Brzdy a pneumatiky vypustí více pevných částic.,[],107035641_1,Brzdy a pneumatiky aut vypouštějí více pevných částic než jejich výfuky.,Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107035918,Filtr pevnych castic nezachyti oxidy dusiku nebo jine zplodiny.,"['To platilo u starších aut, ta s filtrem pevných částic nepustí nic ani za studena. I proto jaksi nemají černý výfuk, že ano?', 'V necem pravdu ma. Samozrejme to same plati i o benzinovych autech. Napriklad kdyz prijedete na STK, tak je tam uvedeno, ze pro mereni emisi musi byt motor zahraty na provozni teplotu. Proc asi ? Proc je vyfuk vzadu a ne vpredu ? Jinak samozrejme by melo platit, ze tam kde se zavedou nizkoemisni zony, by melo byt zakazano nebo regulovano spalovani uhli, dreva,...', 'Možná byste na sebe měl občas pustit čerstvý vzduch, nepsal byste takové nesmysly.', 'To je dobre. Diesel, to je mor. Staci jit po chodniku nebo autem za nimi. Nejpouzivanejsi tlacitko mam vnitrni cirkulace vzduchu.']",107037565_1,Filtr pevných částic nezachytí oxidy dusíku.,Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107035997,Filtr pevnych castic nezachyti oxidy dusiku nebo jine zplodiny.,"['To platilo u starších aut, ta s filtrem pevných částic nepustí nic ani za studena. I proto jaksi nemají černý výfuk, že ano?', 'V necem pravdu ma. Samozrejme to same plati i o benzinovych autech. Napriklad kdyz prijedete na STK, tak je tam uvedeno, ze pro mereni emisi musi byt motor zahraty na provozni teplotu. Proc asi ? Proc je vyfuk vzadu a ne vpredu ? Jinak samozrejme by melo platit, ze tam kde se zavedou nizkoemisni zony, by melo byt zakazano nebo regulovano spalovani uhli, dreva,...', 'Možná byste na sebe měl občas pustit čerstvý vzduch, nepsal byste takové nesmysly.', 'To je dobre. Diesel, to je mor. Staci jit po chodniku nebo autem za nimi. Nejpouzivanejsi tlacitko mam vnitrni cirkulace vzduchu.']",107037565_2,Filtr pevných částic nezachytí škodlivé splodiny.,Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107036195,"Btw ta provozní teplota je kvůli poškození motoru. Oni ho tam vytáčí na maximální otáčky, udělejte to v zimě se studeným a možná tam zůstane nadobro...","['V necem pravdu ma. Samozrejme to same plati i o benzinovych autech. Napriklad kdyz prijedete na STK, tak je tam uvedeno, ze pro mereni emisi musi byt motor zahraty na provozni teplotu. Proc asi ? Proc je vyfuk vzadu a ne vpredu ? Jinak samozrejme by melo platit, ze tam kde se zavedou nizkoemisni zony, by melo byt zakazano nebo regulovano spalovani uhli, dreva,...', 'Možná byste na sebe měl občas pustit čerstvý vzduch, nepsal byste takové nesmysly.', 'To je dobre. Diesel, to je mor. Staci jit po chodniku nebo autem za nimi. Nejpouzivanejsi tlacitko mam vnitrni cirkulace vzduchu.']",107036117_1,"Na STK se motor měří zahřátý, aby se nepoškodil.",Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107038031,"Ta provozni teplota je kvuli tomu, ze motor ktery neni zahraty na optimalni teplotu ma vyssi emise. Napriklad kvuli tomu, ze je nutne mit bohatsi smes. A systemy jsou nastaveny na provozni teplotu motoru a optimalni otacky (katalyzator, SCR,..)","['Btw ta provozní teplota je kvůli poškození motoru. Oni ho tam vytáčí na maximální otáčky, udělejte to v zimě se studeným a možná tam zůstane nadobro...', 'V necem pravdu ma. Samozrejme to same plati i o benzinovych autech. Napriklad kdyz prijedete na STK, tak je tam uvedeno, ze pro mereni emisi musi byt motor zahraty na provozni teplotu. Proc asi ? Proc je vyfuk vzadu a ne vpredu ? Jinak samozrejme by melo platit, ze tam kde se zavedou nizkoemisni zony, by melo byt zakazano nebo regulovano spalovani uhli, dreva,...', 'Možná byste na sebe měl občas pustit čerstvý vzduch, nepsal byste takové nesmysly.', 'To je dobre. Diesel, to je mor. Staci jit po chodniku nebo autem za nimi. Nejpouzivanejsi tlacitko mam vnitrni cirkulace vzduchu.']",107037515_1,"Na STK se motor měří zahřátý, aby měl nižší emise.",Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107036097,"Ta provozni teplota je kvuli tomu, ze motor ktery neni zahraty na optimalni teplotu ma vyssi emise. Napriklad kvuli tomu, ze je nutne mit bohatsi smes. A systemy jsou nastaveny na provozni teplotu motoru a optimalni otacky (katalyzator, SCR,..)","['Btw ta provozní teplota je kvůli poškození motoru. Oni ho tam vytáčí na maximální otáčky, udělejte to v zimě se studeným a možná tam zůstane nadobro...', 'V necem pravdu ma. Samozrejme to same plati i o benzinovych autech. Napriklad kdyz prijedete na STK, tak je tam uvedeno, ze pro mereni emisi musi byt motor zahraty na provozni teplotu. Proc asi ? Proc je vyfuk vzadu a ne vpredu ? Jinak samozrejme by melo platit, ze tam kde se zavedou nizkoemisni zony, by melo byt zakazano nebo regulovano spalovani uhli, dreva,...', 'Možná byste na sebe měl občas pustit čerstvý vzduch, nepsal byste takové nesmysly.', 'To je dobre. Diesel, to je mor. Staci jit po chodniku nebo autem za nimi. Nejpouzivanejsi tlacitko mam vnitrni cirkulace vzduchu.']",107037515_2,"Nezahřátý motor má vyšší emise, protože potřebuje bohatší směs paliva.",Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107039961,"Ta provozni teplota je kvuli tomu, ze motor ktery neni zahraty na optimalni teplotu ma vyssi emise. Napriklad kvuli tomu, ze je nutne mit bohatsi smes. A systemy jsou nastaveny na provozni teplotu motoru a optimalni otacky (katalyzator, SCR,..)","['Btw ta provozní teplota je kvůli poškození motoru. Oni ho tam vytáčí na maximální otáčky, udělejte to v zimě se studeným a možná tam zůstane nadobro...', 'V necem pravdu ma. Samozrejme to same plati i o benzinovych autech. Napriklad kdyz prijedete na STK, tak je tam uvedeno, ze pro mereni emisi musi byt motor zahraty na provozni teplotu. Proc asi ? Proc je vyfuk vzadu a ne vpredu ? Jinak samozrejme by melo platit, ze tam kde se zavedou nizkoemisni zony, by melo byt zakazano nebo regulovano spalovani uhli, dreva,...', 'Možná byste na sebe měl občas pustit čerstvý vzduch, nepsal byste takové nesmysly.', 'To je dobre. Diesel, to je mor. Staci jit po chodniku nebo autem za nimi. Nejpouzivanejsi tlacitko mam vnitrni cirkulace vzduchu.']",107037515_2,Systémy v autě jsou nastavené na provozní teplotu motoru a optimální otáčky.,Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107035897,"Já si marně vzpomínám, kdy politici místo restrikcí něco povolili. Snad prodloužení intervalu technické u motorek. Jinak se pořád zpřísňuje ve všech oblastech života. A je úplně jedno která strana je u vesla",[],107034947_1,Politici prodloužili interval technické kontroly u motocyklů.,Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
107035967,"Já si marně vzpomínám, kdy politici místo restrikcí něco povolili. Snad prodloužení intervalu technické u motorek. Jinak se pořád zpřísňuje ve všech oblastech života. A je úplně jedno která strana je u vesla",[],107034947_2,Politici vždy jen zpřísňují nařízení ve všech oblastech života.,Nejpřísnější zákaz dieselů Německa staví na odhadech. Pětiletá auta na odpis
